observablecode,countrycode,indicatorcode,observationcode,timecode
4829,67,32,4516,20
4830,67,31,4517,20
4831,67,31,4518,20
4832,67,31,4519,20
4833,67,31,4520,20
4834,67,31,4521,20
4835,67,33,4522,20
4836,67,33,4523,20
4837,67,33,4524,20
4838,67,33,4525,20
4839,67,33,4526,20
4840,154,32,4527,20
4841,154,32,4528,20
4842,154,32,4529,20
4843,154,32,4339,20
4844,154,31,4530,20
4845,154,31,4531,20
4846,154,31,4532,20
4847,154,31,3839,20
4848,154,33,4533,20
4849,154,33,4534,20
4850,154,33,4535,20
4851,154,33,4536,20
4852,155,31,4537,20
4853,155,31,4538,20
4854,155,31,4539,20
4855,155,32,4540,20
4856,155,32,4541,20
4857,155,32,4542,20
4858,155,33,4543,20
4859,155,33,4544,20
4860,155,33,4545,20
4861,68,31,4546,20
4862,68,31,4547,20
4863,68,31,4548,20
4864,68,33,4549,20
4865,68,33,4550,20
4866,68,33,4551,20
4867,68,32,4552,20
4868,68,32,4553,20
4869,68,32,4554,20
4870,69,33,4555,20
4871,69,33,4556,20
4872,69,33,4557,20
4873,69,33,4558,20
4874,69,31,4559,20
4875,69,31,4560,20
4876,69,31,4561,20
4877,69,31,4562,20
4878,69,32,4563,20
4879,69,32,4564,20
4880,69,32,4565,20
4881,69,32,4566,20
4882,70,31,4567,20
4883,70,31,4568,20
4884,70,31,4569,20
4885,70,32,4570,20
4886,70,32,4571,20
4887,70,32,4572,20
4888,70,33,4573,20
4889,70,33,4574,20
4890,70,33,4575,20
4891,112,31,4576,20
4892,112,31,4577,20
4893,112,31,4578,20
4894,112,31,4579,20
4895,112,31,4580,20
4896,112,31,4581,20
4897,112,31,4582,20
4898,112,31,4583,20
4899,112,33,4584,20
4900,112,33,4585,20
4901,112,33,4586,20
4902,112,33,4587,20
4903,112,33,4588,20
4904,112,33,4589,20
4905,112,33,4590,20
4906,112,33,4591,20
4907,112,32,4592,20
4908,112,32,4593,20
4909,112,32,4594,20
4910,112,32,4595,20
4911,112,32,4596,20
4912,112,32,4597,20
4913,112,32,4598,20
4914,112,32,4599,20
4915,71,32,4600,20
4916,71,32,4601,20
4917,71,32,4602,20
4918,71,32,4603,20
4919,71,32,4604,20
4920,71,32,4605,20
4921,71,32,4606,20
4922,71,32,4607,20
4923,71,32,4608,20
4924,71,32,4609,20
4925,71,32,4610,20
4926,71,32,4611,20
4927,71,31,4612,20
4928,71,31,4613,20
4929,71,31,4614,20
4930,71,31,4615,20
4931,71,31,4616,20
4932,71,31,4617,20
4933,71,31,4618,20
4934,71,31,4619,20
4935,71,31,4620,20
4936,71,31,4621,20
4937,71,31,4622,20
4938,71,31,4623,20
4939,71,33,4624,20
4940,71,33,4625,20
4941,71,33,4626,20
4942,71,33,4627,20
4943,71,33,4628,20
4944,71,33,4629,20
4945,71,33,4630,20
4946,71,33,4631,20
4947,71,33,4632,20
4948,71,33,4633,20
4949,71,33,4634,20
4950,71,33,4635,20
4951,156,31,4636,20
4952,156,31,4637,20
4953,156,31,4638,20
4954,156,32,4639,20
4955,156,32,4640,20
4956,156,32,4641,20
4957,156,33,4642,20
4958,156,33,4643,20
4959,156,33,4644,20
4960,72,33,4645,20
4961,72,33,4646,20
4962,72,33,4647,20
4963,72,33,4648,20
4964,72,33,4649,20
4965,72,31,4650,20
4966,72,31,4651,20
4967,72,31,4652,20
4968,72,31,4653,20
4969,72,31,4654,20
4970,72,32,4655,20
4971,72,32,4656,20
4972,72,32,4657,20
4973,72,32,4658,20
4974,72,32,4659,20
4975,157,33,4660,20
4976,157,33,4661,20
4977,157,31,4662,20
4978,157,31,4663,20
4979,157,32,4664,20
4980,157,32,4665,20
4981,73,31,4666,20
4982,73,31,4667,20
4983,73,31,4668,20
4984,73,31,4669,20
4985,73,31,4670,20
4986,73,31,4671,20
4987,73,31,4672,20
4988,73,31,4673,20
4989,73,31,4674,20
4990,73,31,4675,20
4991,73,31,4676,20
4992,73,31,4677,20
4993,73,33,4678,20
4994,73,33,4679,20
4995,73,33,4680,20
4996,73,33,4390,20
4997,73,33,4681,20
4998,73,33,4682,20
4999,73,33,4683,20
5000,73,33,4684,20
5001,73,33,4685,20
5002,73,33,4686,20
5003,73,33,4687,20
5004,73,33,4688,20
5005,73,32,4689,20
5006,73,32,4690,20
5007,73,32,4691,20
5008,73,32,4692,20
5009,73,32,4693,20
5010,73,32,4694,20
5011,73,32,4695,20
5012,73,32,4696,20
5013,73,32,4697,20
5014,73,32,4698,20
5015,73,32,4699,20
5016,73,32,4700,20
5017,74,33,4701,20
5018,74,33,4702,20
5019,74,33,4703,20
5020,74,33,4704,20
5021,74,33,4705,20
5022,74,33,4706,20
5023,74,33,4707,20
5024,74,33,4708,20
5025,74,33,4709,20
5026,74,33,4710,20
5027,74,33,4711,20
5028,74,33,4712,20
5029,74,31,4713,20
5030,74,31,4714,20
5031,74,31,4715,20
5032,74,31,4716,20
5033,74,31,4717,20
5034,74,31,4718,20
5035,74,31,4719,20
5036,74,31,4720,20
5037,74,31,4721,20
5038,74,31,4722,20
5039,74,31,4723,20
5040,74,31,4724,20
5041,74,32,4725,20
5042,74,32,4726,20
5043,74,32,4727,20
5044,74,32,4728,20
5045,74,32,4729,20
5046,74,32,4730,20
5047,74,32,4731,20
5048,74,32,4732,20
5049,74,32,4733,20
5050,74,32,4734,20
5051,74,32,4735,20
5052,74,32,4736,20
5053,75,32,4737,20
5054,75,32,4738,20
5055,75,32,4739,20
5056,75,32,4740,20
5057,75,32,4741,20
5058,75,32,4742,20
5059,75,32,4743,20
5060,75,32,4744,20
5061,75,31,4745,20
5062,75,31,4746,20
5063,75,31,4747,20
5064,75,31,4748,20
5065,75,31,4749,20
5066,75,31,4750,20
5067,75,31,4751,20
5068,75,31,4752,20
5069,75,33,4753,20
5070,75,33,4754,20
5071,75,33,4755,20
5072,75,33,4756,20
5073,75,33,4757,20
5074,75,33,4758,20
5075,75,33,4759,20
5076,75,33,4760,20
5077,158,33,4761,20
5078,158,33,4762,20
5079,158,33,4762,20
5080,158,33,4762,20
5081,158,31,4763,20
5082,158,31,4764,20
5083,158,31,4764,20
5084,158,31,4764,20
5085,158,32,4765,20
5086,158,32,4766,20
5087,158,32,4766,20
5088,158,32,4766,20
5089,159,32,4767,20
5090,159,32,4768,20
5091,159,32,4769,20
5092,159,32,4770,20
5093,159,31,4771,20
5094,159,31,4772,20
5095,159,31,4773,20
5096,159,31,4774,20
5097,159,33,4775,20
5098,159,33,4776,20
5099,159,33,4777,20
5100,159,33,4778,20
5101,160,31,4779,20
5102,160,31,4780,20
5103,160,31,4781,20
5104,160,31,4782,20
5105,160,32,4783,20
5106,160,32,4784,20
5107,160,32,4785,20
5108,160,32,4786,20
5109,160,33,4787,20
5110,160,33,4788,20
5111,160,33,4789,20
5112,160,33,4790,20
5113,76,33,4791,20
5114,76,33,4792,20
5115,76,33,4793,20
5116,76,33,4794,20
5117,76,33,4795,20
5118,76,33,4796,20
5119,76,33,4797,20
5120,76,33,4798,20
5121,76,33,4799,20
5122,76,33,4800,20
5123,76,32,4801,20
5124,76,32,4802,20
5125,76,32,4803,20
5126,76,32,4804,20
5127,76,32,4805,20
5128,76,32,4806,20
5129,76,32,4807,20
5130,76,32,4808,20
5131,76,32,4809,20
5132,76,32,4810,20
5133,76,31,4811,20
5134,76,31,4812,20
5135,76,31,4813,20
5136,76,31,4814,20
5137,76,31,4815,20
5138,76,31,4816,20
5139,76,31,4817,20
5140,76,31,4818,20
5141,76,31,4819,20
5142,76,31,4820,20
5143,77,31,4821,20
5144,77,31,4822,20
5145,77,31,4823,20
5146,77,31,4824,20
5147,77,33,4825,20
5148,77,33,4826,20
5149,77,33,4827,20
5150,77,33,4828,20
5151,77,32,4829,20
5152,77,32,4830,20
5153,77,32,4831,20
5154,77,32,4832,20
5155,113,32,4833,20
5156,113,32,4834,20
5157,113,32,4835,20
5158,113,32,4836,20
5159,113,31,4837,20
5160,113,31,4838,20
5161,113,31,4839,20
5162,113,31,4840,20
5163,113,33,4841,20
5164,113,33,4842,20
5165,113,33,4843,20
5166,113,33,4844,20
5167,161,32,4845,20
5168,161,32,4846,20
5169,161,32,4847,20
5170,161,32,4848,20
5171,161,33,4849,20
5172,161,33,4850,20
5173,161,33,4851,20
5174,161,33,4852,20
5175,161,31,4853,20
5176,161,31,4854,20
5177,161,31,4855,20
5178,161,31,4856,20
5179,78,33,4857,20
5180,78,33,4858,20
5181,78,33,4859,20
5182,78,33,4860,20
5183,78,33,4861,20
5184,78,33,4862,20
5185,78,32,4863,20
5186,78,32,4864,20
5187,78,32,4865,20
5188,78,32,4866,20
5189,78,32,4867,20
5190,78,32,4868,20
5191,78,31,4869,20
5192,78,31,4870,20
5193,78,31,4871,20
5194,78,31,4872,20
5195,78,31,4873,20
5196,78,31,4874,20
5197,78,31,4875,20
5198,162,31,4876,20
5199,162,32,4877,20
5200,162,33,4878,20
5201,163,32,4879,20
5202,163,31,4880,20
5203,163,33,4881,20
5204,164,32,4882,20
5205,164,32,4883,20
5206,164,32,4884,20
5207,164,31,4885,20
5208,164,31,4886,20
5209,164,31,4887,20
5210,164,33,4888,20
5211,164,33,4889,20
5212,164,33,4890,20
5213,165,33,3033,20
5214,165,32,3033,20
5215,165,31,3033,20
5216,80,33,4891,20
5217,80,33,4892,20
5218,80,33,4893,20
5219,80,33,4894,20
5220,80,33,4895,20
5221,80,33,4896,20
5222,80,31,4897,20
5223,80,31,4898,20
5224,80,31,4899,20
5225,80,31,4900,20
5226,80,31,4901,20
5227,80,31,4902,20
5228,80,32,4903,20
5229,80,32,4904,20
5230,80,32,4905,20
5231,80,32,4906,20
5232,80,32,4907,20
5233,80,32,4908,20
5234,166,32,4909,20
5235,166,32,4910,20
5236,166,32,4911,20
5237,166,32,4912,20
5238,166,32,4913,20
5239,166,33,4914,20
5240,166,33,4915,20
5241,166,33,4916,20
5242,166,33,4917,20
5243,166,33,4918,20
5244,166,31,4919,20
5245,166,31,4920,20
5246,166,31,4921,20
5247,166,31,4922,20
5248,166,31,4923,20
5249,81,31,4924,20
5250,81,31,4925,20
5251,81,31,4926,20
5252,81,31,4927,20
5253,81,31,4928,20
5254,81,31,4929,20
5255,81,31,4930,20
5256,81,33,4931,20
5257,81,33,4932,20
5258,81,33,4933,20
5259,81,33,4934,20
5260,81,33,4935,20
5261,81,33,4936,20
5262,81,33,4937,20
5263,81,32,4938,20
5264,81,32,4939,20
5265,81,32,4940,20
5266,81,32,4941,20
5267,81,32,4942,20
5268,81,32,4943,20
5269,81,32,4944,20
5270,82,32,4945,20
5271,82,32,4946,20
5272,82,32,4947,20
5273,82,33,4948,20
5274,82,33,4949,20
5275,82,33,4950,20
5276,82,31,4951,20
5277,82,31,4952,20
5278,82,31,4953,20
5279,167,31,4954,20
5280,167,31,4955,20
5281,167,31,4956,20
5282,167,31,4957,20
5283,167,31,4958,20
5284,167,33,4959,20
5285,167,33,4960,20
5286,167,33,4961,20
5287,167,33,4962,20
5288,167,33,4963,20
5289,167,32,4964,20
5290,167,32,4965,20
5291,167,32,4966,20
5292,167,32,4967,20
5293,167,32,3031,20
5294,83,32,4968,20
5295,83,32,4969,20
5296,83,32,4970,20
5297,83,33,4971,20
5298,83,33,4972,20
5299,83,33,4973,20
5300,83,31,4974,20
5301,83,31,4975,20
5302,83,31,4976,20
5303,168,32,4977,20
5304,168,32,4978,20
5305,168,32,4979,20
5306,168,32,4980,20
5307,168,32,4981,20
5308,168,32,4982,20
5309,168,32,4983,20
5310,168,32,4984,20
5311,168,32,4985,20
5312,168,32,4986,20
5313,168,32,4987,20
5314,168,32,4988,20
5315,168,33,4989,20
5316,168,33,4990,20
5317,168,33,4991,20
5318,168,33,4992,20
5319,168,33,4993,20
5320,168,33,4994,20
5321,168,33,4995,20
5322,168,33,4996,20
5323,168,33,4997,20
5324,168,33,4998,20
5325,168,33,4999,20
5326,168,33,5000,20
5327,168,31,5001,20
5328,168,31,5002,20
5329,168,31,5003,20
5330,168,31,5004,20
5331,168,31,5005,20
5332,168,31,5006,20
5333,168,31,5007,20
5334,168,31,5008,20
5335,168,31,5009,20
5336,168,31,5010,20
5337,168,31,5011,20
5338,168,31,5012,20
5339,169,32,5013,20
5340,169,32,3121,20
5341,169,32,3121,20
5342,169,31,5014,20
5343,169,31,3844,20
5344,169,31,3844,20
5345,169,33,5015,20
5346,169,33,5016,20
5347,169,33,5016,20
5348,170,33,5017,20
5349,170,31,5018,20
5350,170,32,5019,20
5351,84,32,5020,20
5352,84,32,5021,20
5353,84,32,5022,20
5354,84,32,5023,20
5355,84,32,5024,20
5356,84,32,5025,20
5357,84,32,5026,20
5358,84,32,5027,20
5359,84,32,5028,20
5360,84,32,5029,20
5361,84,33,5030,20
5362,84,33,5031,20
5363,84,33,5032,20
5364,84,33,5033,20
5365,84,33,5034,20
5366,84,33,5035,20
5367,84,33,5036,20
5368,84,33,5037,20
5369,84,33,5038,20
5370,84,33,5039,20
5371,84,31,5040,20
5372,84,31,5041,20
5373,84,31,5042,20
5374,84,31,5043,20
5375,84,31,5044,20
5376,84,31,4732,20
5377,84,31,5045,20
5378,84,31,5046,20
5379,84,31,5047,20
5380,84,31,5048,20
5381,171,33,5049,20
5382,171,33,5050,20
5383,171,33,5051,20
5384,171,33,5052,20
5385,171,33,5053,20
5386,171,33,5054,20
5387,171,33,5055,20
5388,171,33,5056,20
5389,171,33,5057,20
5390,171,33,5058,20
5391,171,33,5059,20
5392,171,33,5060,20
5393,171,33,5061,20
5394,171,33,5062,20
5395,171,33,5063,20
5396,171,31,5064,20
5397,171,31,5065,20
5398,171,31,5066,20
5399,171,31,5067,20
5400,171,31,5068,20
5401,171,31,5069,20
5402,171,31,5070,20
5403,171,31,5071,20
5404,171,31,5072,20
5405,171,31,5073,20
5406,171,31,5074,20
5407,171,31,5075,20
5408,171,31,5076,20
5409,171,31,5077,20
5410,171,31,5078,20
5411,171,32,5079,20
5412,171,32,5080,20
5413,171,32,5081,20
5414,171,32,5082,20
5415,171,32,5083,20
5416,171,32,5084,20
5417,171,32,5085,20
5418,171,32,5086,20
5419,171,32,5087,20
5420,171,32,5088,20
5421,171,32,5089,20
5422,171,32,5090,20
5423,171,32,5091,20
5424,171,32,5092,20
5425,171,32,5093,20
5426,172,33,5094,20
5427,172,33,5095,20
5428,172,33,5096,20
5429,172,33,5097,20
5430,172,33,5098,20
5431,172,33,5099,20
5432,172,33,5100,20
5433,172,32,5101,20
5434,172,32,5102,20
5435,172,32,5103,20
5436,172,32,5104,20
5437,172,32,5105,20
5438,172,32,5106,20
5439,172,32,5107,20
5440,172,31,5108,20
5441,172,31,5109,20
5442,172,31,5110,20
5443,172,31,5111,20
5444,172,31,5112,20
5445,172,31,5113,20
5446,172,31,5114,20
5447,86,33,5115,20
5448,86,33,5116,20
5449,86,33,5117,20
5450,86,33,5118,20
5451,86,33,5119,20
5452,86,33,5120,20
5453,86,33,5121,20
5454,86,33,5122,20
5455,86,33,5123,20
5456,86,33,5124,20
5457,86,33,5125,20
5458,86,33,5126,20
5459,86,33,5127,20
5460,86,33,5128,20
5461,86,32,5129,20
5462,86,32,5130,20
5463,86,32,5131,20
5464,86,32,5132,20
5465,86,32,5133,20
5466,86,32,5134,20
5467,86,32,5135,20
5468,86,32,5136,20
5469,86,32,5137,20
5470,86,32,5138,20
5471,86,32,5139,20
5472,86,32,5140,20
5473,86,32,5141,20
5474,86,32,5142,20
5475,86,31,5143,20
5476,86,31,5144,20
5477,86,31,5145,20
5478,86,31,5146,20
5479,86,31,5147,20
5480,86,31,5148,20
5481,86,31,5149,20
5482,86,31,5150,20
5483,86,31,5151,20
5484,86,31,5152,20
5485,86,31,5153,20
5486,86,31,5154,20
5487,86,31,5155,20
5488,86,31,5156,20
5489,87,33,5157,20
5490,87,33,5158,20
5491,87,33,5159,20
5492,87,32,5160,20
5493,87,32,5161,20
5494,87,32,5162,20
5495,87,31,5163,20
5496,87,31,5164,20
5497,87,31,5165,20
5498,88,31,5166,20
5499,88,31,5167,20
5500,88,31,5168,20
5501,88,31,5169,20
5502,88,31,5170,20
5503,88,33,5171,20
5504,88,33,5172,20
5505,88,33,5173,20
5506,88,33,5174,20
5507,88,33,5175,20
5508,88,32,5176,20
5509,88,32,5177,20
5510,88,32,5178,20
5511,88,32,5179,20
5512,88,32,5180,20
5513,173,31,5181,20
5514,173,31,5182,20
5515,173,31,5183,20
5516,173,32,5184,20
5517,173,32,5185,20
5518,173,32,5186,20
5519,173,33,5187,20
5520,173,33,5188,20
5521,173,33,5189,20
5522,89,31,5190,20
5523,89,31,5191,20
5524,89,31,3121,20
5525,89,32,5192,20
5526,89,32,5193,20
5527,89,32,3121,20
5528,89,33,5194,20
5529,89,33,5195,20
5530,89,33,5196,20
5531,90,33,5197,20
5532,90,33,5198,20
5533,90,33,5199,20
5534,90,33,5200,20
5535,90,33,5201,20
5536,90,33,5202,20
5537,90,31,5203,20
5538,90,31,5204,20
5539,90,31,5205,20
5540,90,31,5206,20
5541,90,31,5207,20
5542,90,31,5208,20
5543,90,32,5209,20
5544,90,32,5210,20
5545,90,32,5211,20
5546,90,32,5212,20
5547,90,32,5213,20
5548,90,32,5214,20
5549,91,32,5215,20
5550,91,32,5216,20
5551,91,33,5217,20
5552,91,33,5218,20
5553,91,31,5219,20
5554,91,31,5220,20
5555,92,33,5221,20
5556,92,33,5222,20
5557,92,33,5223,20
5558,92,33,5224,20
5559,92,33,5225,20
5560,92,31,5226,20
5561,92,31,5227,20
5562,92,31,5228,20
5563,92,31,5229,20
5564,92,31,5230,20
5565,92,32,5231,20
5566,92,32,5232,20
5567,92,32,5233,20
5568,92,32,5234,20
5569,92,32,5235,20
5570,115,31,5236,20
5571,115,31,5237,20
5572,115,31,5238,20
5573,115,31,5239,20
5574,115,31,5240,20
5575,115,32,5241,20
5576,115,32,5242,20
5577,115,32,5243,20
5578,115,32,5244,20
5579,115,32,5245,20
5580,115,33,5246,20
5581,115,33,5247,20
5582,115,33,5248,20
5583,115,33,5249,20
5584,115,33,5250,20
5585,119,32,5251,20
5586,119,32,5252,20
5587,119,32,3209,20
5588,119,32,3031,20
5589,119,33,5253,20
5590,119,33,5252,20
5591,119,33,5254,20
5592,119,33,5255,20
5593,119,31,5256,20
5594,119,31,5252,20
5595,119,31,3209,20
5596,119,31,3031,20
5597,93,33,5257,20
5598,93,33,5258,20
5599,93,33,5259,20
5600,93,33,5260,20
5601,93,33,5261,20
5602,93,33,5262,20
5603,93,33,5263,20
5604,93,33,5264,20
5605,93,32,5265,20
5606,93,32,5266,20
5607,93,32,5267,20
5608,93,32,5268,20
5609,93,32,5269,20
5610,93,32,5270,20
5611,93,32,5271,20
5612,93,32,5272,20
5613,93,31,5273,20
5614,93,31,5274,20
5615,93,31,5275,20
5616,93,31,5276,20
5617,93,31,5277,20
5618,93,31,5278,20
5619,93,31,5279,20
5620,93,31,5280,20
5621,116,33,5281,20
5622,116,33,5282,20
5623,116,33,5283,20
5624,116,33,5284,20
5625,116,33,5285,20
5626,116,33,5286,20
5627,116,33,5287,20
5628,116,33,5288,20
5629,116,33,5289,20
5630,116,33,5290,20
5631,116,33,5291,20
5632,116,33,5292,20
5633,116,33,5293,20
5634,116,33,5294,20
5635,116,33,5295,20
5636,116,33,5296,20
5637,116,33,5297,20
5638,116,32,5298,20
5639,116,32,5299,20
5640,116,32,5300,20
5641,116,32,5301,20
5642,116,32,5302,20
5643,116,32,5303,20
5644,116,32,5304,20
5645,116,32,5305,20
5646,116,32,5306,20
5647,116,32,5307,20
5648,116,32,5308,20
5649,116,32,5309,20
5650,116,32,5310,20
5651,116,32,5311,20
5652,116,32,5312,20
5653,116,32,5313,20
5654,116,32,5314,20
5655,116,31,5315,20
5656,116,31,5316,20
5657,116,31,5317,20
5658,116,31,5318,20
5659,116,31,5319,20
5660,116,31,5320,20
5661,116,31,5321,20
5662,116,31,5322,20
5663,116,31,5323,20
5664,116,31,5324,20
5665,116,31,5325,20
5666,116,31,5326,20
5667,116,31,5327,20
5668,116,31,5328,20
5669,116,31,5329,20
5670,116,31,5330,20
5671,116,31,5331,20
5672,94,31,5332,20
5673,94,31,3844,20
5674,94,33,5333,20
5675,94,33,5334,20
5676,94,32,5335,20
5677,94,32,3121,20
5678,95,31,5336,20
5679,95,31,5337,20
5680,95,31,5338,20
5681,95,31,5339,20
5682,95,31,5340,20
5683,95,31,5341,20
5684,95,33,5342,20
5685,95,33,5343,20
5686,95,33,5344,20
5687,95,33,5345,20
5688,95,33,5346,20
5689,95,33,5347,20
5690,95,32,5348,20
5691,95,32,5349,20
5692,95,32,5350,20
5693,95,32,5351,20
5694,95,32,5352,20
5695,95,32,5353,20
5696,96,31,5354,20
5697,96,31,5355,20
5698,96,33,5356,20
5699,96,33,5357,20
5700,96,32,5358,20
5701,96,32,5359,20
5702,174,31,5360,20
5703,174,31,5361,20
5704,174,31,5362,20
5705,174,32,5363,20
5706,174,32,5364,20
5707,174,32,5365,20
5708,174,33,5366,20
5709,174,33,5367,20
5710,174,33,5368,20
5711,97,31,5369,20
5712,97,31,5370,20
5713,97,31,5371,20
5714,97,31,5372,20
5715,97,31,5373,20
5716,97,33,5374,20
5717,97,33,5375,20
5718,97,33,5376,20
5719,97,33,5377,20
5720,97,33,5378,20
5721,97,32,5379,20
5722,97,32,5380,20
5723,97,32,5381,20
5724,97,32,5382,20
5725,97,32,5383,20
5726,98,33,5384,20
5727,98,33,5385,20
5728,98,33,5386,20
5729,98,33,5387,20
5730,98,33,5388,20
5731,98,33,5389,20
5732,98,33,5390,20
5733,98,33,5391,20
5734,98,33,5392,20
5735,98,33,5393,20
5736,98,33,5394,20
5737,98,33,5395,20
5738,98,33,5396,20
5739,98,33,5397,20
5740,98,33,5398,20
5741,98,33,5399,20
5742,98,31,5400,20
5743,98,31,5401,20
5744,98,31,5402,20
5745,98,31,5403,20
5746,98,31,5404,20
5747,98,31,5405,20
5748,98,31,5406,20
5749,98,31,5407,20
5750,98,31,5408,20
5751,98,31,5409,20
5752,98,31,5410,20
5753,98,31,5411,20
5754,98,31,5412,20
5755,98,31,5413,20
5756,98,31,5414,20
5757,98,31,5415,20
5758,98,32,5416,20
5759,98,32,5417,20
5760,98,32,5418,20
5761,98,32,5419,20
5762,98,32,5420,20
5763,98,32,5421,20
5764,98,32,5422,20
5765,98,32,5423,20
5766,98,32,5424,20
5767,98,32,5425,20
5768,98,32,5426,20
5769,98,32,5427,20
5770,98,32,5428,20
5771,98,32,5429,20
5772,98,32,5430,20
5773,98,32,5431,20
5774,175,31,5432,20
5775,175,31,3033,20
5776,175,31,3033,20
5777,175,31,3033,20
5778,175,31,3033,20
5779,175,33,5433,20
5780,175,33,3033,20
5781,175,33,3033,20
5782,175,33,3033,20
5783,175,33,3033,20
5784,175,32,5434,20
5785,175,32,3033,20
5786,175,32,3033,20
5787,175,32,3033,20
5788,175,32,3033,20
5789,117,31,5435,20
5790,117,31,5436,20
5791,117,31,5437,20
5792,117,31,5438,20
5793,117,31,5439,20
5794,117,31,5440,20
5795,117,32,5441,20
5796,117,32,5442,20
5797,117,32,5443,20
5798,117,32,5438,20
5799,117,32,5444,20
5800,117,32,5445,20
5801,117,33,5446,20
5802,117,33,5447,20
5803,117,33,5448,20
5804,117,33,5449,20
5805,117,33,5450,20
5806,117,33,5451,20
5807,176,31,5452,20
5808,176,31,5453,20
5809,176,31,5454,20
5810,176,31,5455,20
5811,176,31,5456,20
5812,176,31,5457,20
5813,176,31,5458,20
5814,176,31,5459,20
5815,176,32,5460,20
5816,176,32,5461,20
5817,176,32,5462,20
5818,176,32,5463,20
5819,176,32,5464,20
5820,176,32,5465,20
5821,176,32,5466,20
5822,176,32,5467,20
5823,176,33,5468,20
5824,176,33,5469,20
5825,176,33,5470,20
5826,176,33,5471,20
5827,176,33,5472,20
5828,176,33,5473,20
5829,176,33,5474,20
5830,176,33,5475,20
5831,99,31,5476,20
5832,99,31,5477,20
5833,99,31,5478,20
5834,99,31,5479,20
5835,99,31,5480,20
5836,99,31,5481,20
5837,99,32,5482,20
5838,99,32,5483,20
5839,99,32,5484,20
5840,99,32,5485,20
5841,99,32,5486,20
5842,99,32,5487,20
5843,99,33,5488,20
5844,99,33,5489,20
5845,99,33,5490,20
5846,99,33,5491,20
5847,99,33,5492,20
5848,99,33,5493,20
5849,100,32,5494,20
5850,100,32,5495,20
5851,100,33,5496,20
5852,100,33,5497,20
5853,100,31,5498,20
5854,100,31,5499,20
5855,101,31,5500,20
5856,101,31,5501,20
5857,101,31,5502,20
5858,101,31,5503,20
5859,101,31,5504,20
5860,101,31,5505,20
5861,101,33,5506,20
5862,101,33,5507,20
5863,101,33,5508,20
5864,101,33,5509,20
5865,101,33,5510,20
5866,101,33,5511,20
5867,101,32,5512,20
5868,101,32,5513,20
5869,101,32,5514,20
5870,101,32,5515,20
5871,101,32,5516,20
5872,101,32,5517,20
5873,102,33,5518,20
5874,102,33,5519,20
5875,102,33,5520,20
5876,102,33,5521,20
5877,102,32,5522,20
5878,102,32,5523,20
5879,102,32,5524,20
5880,102,32,5525,20
5881,102,31,5526,20
5882,102,31,5527,20
5883,102,31,5528,20
5884,102,31,5529,20
